PHASE1 ID,ID,URL,Collection,Title,Contents,Codes - Michel,Codes - Gustavo,Codes - Ivano
ROSA737,DP99,https://answers.ros.org/question/263682/our-robot-will-be-equipped-with-lidars-sterio-camera-slam-algorithm-machine-vision-and-similar-loads-please-suggest-us-the-computer-specification/,ROSAnswers,"Our robot will be equipped with lidars, sterio camera, SLAM algorithm, machine vision and similar loads. Please suggest us the computer specification which will be ideal and optimal?","ng? Do you have any constrains about weight, power consumption?Weight constrain is not there as",[hardware requirement][no battery constraint][FP],,
ROSA725,DP100,https://answers.ros.org/question/236888/how-to-get-the-battery-status-of-a-robot-in-gazebo/,ROSAnswers,How to get the battery status of a robot in gazebo?,ebo world moving around. I need to get their battery status like how much battery are they consum,[battery info][husky robots gazebo][no answer],,
ROSA72,DP101,https://answers.ros.org/question/215130/problem-connect-turtlebot-and-workstation/,ROSAnswers,Problem connect turtlebot and workstation,577.419304] Battery : unable to check laptop battery info [global name 'exceptions' is not define,[FP],,
ROSA716,DP102,https://answers.ros.org/question/214026/getting-started-with-ros/,ROSAnswers,Getting Started with ROS,unds like very high performance and very low power consumption. Would the TK1 be used only for,[TPK1 package][high performance][low power consumption],,
ROSA71,DP103,https://answers.ros.org/question/214554/shutdown-system-computer-with-a-ros-node/,ROSAnswers,Shutdown system (computer) with a ROS node,"I would like to shutdown the system once the battery level reaches a certain point, however I don",[shutdown system][battery low threshold][how to kill all],,
ROSA708,DP104,https://answers.ros.org/question/199865/commanding-simple-paths-curves-to-move_base/,ROSAnswers,Commanding simple paths / curves to move_base,HiI want to measure the power consumption of my robot when it moves on som,[measure energy consumption][following specific path][no answer],,
ROSA633,DP105,https://answers.ros.org/question/324688/2d-navigation-with-arduino-irobot/,ROSAnswers,2d navigation with Arduino + iRobot?,"ncludes IMU data, wheel odom, bumper states, battery voltage, and laser scan data. It's absolutel",[FP],,
ROSA61,DP106,https://answers.ros.org/question/42059/unable-to-check-laptop-battery/,ROSAnswers,Unable to check laptop battery [closed],"the issue: Turtlebot unable to check laptop battery state, as explained in greater detail in I",[unable to check battery state][turtlebot][no answer],,
ROSA606,DP107,https://answers.ros.org/question/245514/dc-motor-encoder-python/,ROSAnswers,DC MOTOR + ENCODER + PYTHON,"voltage regulator that can take a variety of battery voltages, and will power the Pi, too. It has",[FP],,
ROSA60,DP108,https://answers.ros.org/question/112261/brand-new-roomba-790-malfunctioning/,ROSAnswers,Brand new Roomba 790 Malfunctioning,at the same time for 30 seconds. Charge the battery for a good 16 hours after the reset.,[recharge battery after reseting][don't say why],,
ROSA6,DP109,https://answers.ros.org/question/9868/how-to-mount-a-kinect-with-my-laptop-without-any-ac-adapter/,ROSAnswers,How to mount a Kinect with my laptop without any AC Adapter [closed],"ct without any AC Adapter. Turtlebot use use energy from roomba, but I would like to use other p",[kinect with laptop][regulate tension to 8v][hardware][FP],,
ROSA59,DP110,https://answers.ros.org/question/99576/questions-about-irobot-create/,ROSAnswers,questions about irobot create,"A batteries? I'm inclined on not getting the battery pack, since I'd be using the robot in europe",[AA battery autonomy][not answered],,
ROSA58,DP111,https://answers.ros.org/question/92891/using-smach-to-monitor-robot-battery-level/,ROSAnswers,Using SMACH to monitor robot battery level,scenario using SMACH.The robot monitors its battery level on a topic called /battery_level using,[battery monitoring][navigation state machine][overall sm energy and nav],,
ROSA562,DP112,https://answers.ros.org/question/55151/turtlebot-netbook-battery-error/,ROSAnswers,Turtlebot Netbook Battery Error,"pply_class.txt
My system provided power_now, energy_now and voltage_now that I could use to calc",[battery error][minimal launch][unsupported hardware][coding],,
ROSA544,DP113,https://answers.ros.org/question/51273/is-there-a-ros-package-that-can-provide-gui-for-other-ros-nodes/,ROSAnswers,Is there a ros package that can provide GUI for other ros nodes?,"to show the information gathered by camera, battery power and temperature sensor.It would be bet",[battery info][GUI],,
ROSA54,DP114,https://answers.ros.org/question/67616/turtlebot-unable-to-check-laptop-batterybat0state/,ROSAnswers,Turtlebot unable to check laptop battery/BAT0/state,"is Fuerte. Turtlebot unable to check laptop battery/BAT0/state.
I think there is laptop battery",[battery info/state][unable to check][path in lauch file],,
ROSA537,DP115,https://answers.ros.org/question/30670/turtleboteu-power-board-and-kinect/,ROSAnswers,turtlebot.eu power board and kinect,ot.eu power board. I don't have any external battery so everything is power through roomba's batt,[lack of power kinect][image freezes][solution: external battery],,
ROSA512,DP116,https://answers.ros.org/question/9588/has-anyone-worked-with-the-clearpath-robotics-husky-a200/,ROSAnswers,Has anyone worked with the Clearpath Robotics Husky A200?,"odometric readings, system and power status, battery levels, etc), all published cleanly on separ",[FP],,
ROSA51,DP117,https://answers.ros.org/question/59996/cancelling-a-ros-action-within-an-executive_teer-node/,ROSAnswers,Cancelling a ROS action within an executive_teer node,points in a map using MoveBase actions and a battery_check task that monitors a simulated battery,[battery low][auto dock][robot do not return to base][code correction],,
ROSA458,DP118,https://answers.ros.org/question/249777/hector-exploration-slow/,ROSAnswers,Hector Exploration Slow?,"pretty slow when the computer is only on the battery, when it's plugged in the normal power outle",[hector exploration too slow][battery mode][CPU slows down][ROS master],,
ROSA411,DP119,https://answers.ros.org/question/218043/what-compact-pc-to-buy-to-run-ros-in-a-mobile-robot/,ROSAnswers,What compact PC to buy to run ROS in a mobile robot,ts easy to power from the robot's batteries (battery board) if the computer only requires unregul,[hardware][power line or battery][FP],,
ROSA405,DP120,https://answers.ros.org/question/272286/ros-compatible-sbc-or-minipc-for-turtlebot-kobuki/,ROSAnswers,ros compatible SBC or minipc for Turtlebot (Kobuki),"ased cpus.
Since the TK1 runs off the Kobuki battery, power usage is a big thing.
Are the other c",[arm based cpu][energy consumption of CPU],,
ROSA4,DP121,https://answers.ros.org/question/60765/data-droping-at-transport-layer/,ROSAnswers,Data Droping at transport layer,"ts at Transport layer. To save the bandwidth,energy of nodes and reduce the congestion. So is it",[dropping useless tcp pkts][energy saving][filtering tools/iptables][possible FP],,
ROSA39,DP122,https://answers.ros.org/question/27666/turtlebot-gmapping-large-area/,ROSAnswers,turtlebot gmapping large area,e I got a power error on the dashboard. The battery display showed that there was plenty of powe,[turtlebot mapping error][stops after 45 minutes][display shows plenty of power],,
ROSA386,DP123,https://answers.ros.org/question/253918/best-rgbd-camera-for-ros-on-a-raspberry-pi/,ROSAnswers,Best RGBD camera for ROS on a Raspberry Pi,"ezy, so limited to USB 2.0 I think. I have a battery pack (10w, 5200mAh) which needs to power the",[FP],,
ROSA384,DP124,https://answers.ros.org/question/251211/i-am-trying-to-start-turtlebot-but-it-is-not-starting/,ROSAnswers,"i am trying to start turtlebot , but it is not starting.","ng bot or green led on status. i checked the battery cable it is connected to 12v 1.5A perfectly,",[kobuki do not run][incompatible battery][low voltage][could be FP],,
ROSA36,DP125,https://answers.ros.org/question/11956/turtlebot-doesnt-start-rotating-on-calibration/,ROSAnswers,Turtlebot doesn't start rotating on calibration,"ibration file, even though still shows the battery amount and breakers in green.Env) Ubuntu 10.",[FP][battery is in green],,
ROSA359,DP126,https://answers.ros.org/question/210592/keyerrorlaptop_battery_state/,ROSAnswers,KeyError:'laptop_battery_state',"th the kobuki_dashboard.I can see the kobuki battery but not the laptop one. and when i do a ""ros",[battery info][laptop battery state not shows up],,
ROSA357,DP127,https://answers.ros.org/question/207710/kinect-stops-when-moving-motor/,ROSAnswers,Kinect stops when moving motor,e Laptop connected to the same power source (battery). Whats the whole setup? The motors get the,[kinet error][battery configuration][FP],,
ROSA342,DP128,https://answers.ros.org/question/185261/pocketsphinx-microphone-connection-is-unreliable/,ROSAnswers,pocketsphinx microphone connection is unreliable,"that some process went to sleep mode, like a power save feature.Well, what I could see is that",[mic stops working][sleep mode][save energy],,
ROSA341,DP129,https://answers.ros.org/question/174855/create-powers-off-after-minimallaunch/,ROSAnswers,Create powers off after minimal.launch,"low), but I dont see a prompt. I checked the battery and that's charged so that's not the problem",[energy consumption][waiting for messages],,
ROSA3,DP130,https://answers.ros.org/question/61318/udpros-protocol-and-lost-packetsequencing-algorithms/,ROSAnswers,UDPROS Protocol and Lost Packet/Sequencing Algorithms,"Option 2 requires more processing power and energy usage to maintain timeouts, and Option 2 han",,,
ROSA291,DP131,https://answers.ros.org/question/12127/cant-get-data-from-create-robot-error-reading-from-sci-port-ttyusb0/,ROSAnswers,Cant get data from Create robot - Error reading from SCI port ttyUSB0,"the sensors are Stale apart from the Laptop battery one, and when I do I get the code below. We",[FP],,
ROSA290,DP132,https://answers.ros.org/question/11994/turtlebot-arm-servos-not-being-recognized/,ROSAnswers,Turtlebot arm servos not being recognized [closed],rbotix board directly off of a iRobot Create battery (as opposed to going through the power board,[FP],,
ROSA262,DP133,https://answers.ros.org/question/200897/robot-hits-the-obstacles-and-turns-around-occasionally-using-navigation-stack/,ROSAnswers,robot hits the obstacles and turns around occasionally using navigation stack,"t. Then i equipped my robot with a 25 v LiPo battery and now when navigating, it hits the obstacl",[high battery level][too fast][hits obstacles],,
ROSA25,DP134,https://answers.ros.org/question/191251/battery_state_of_charge-publishes-nothing-on-pioneer3dx/,ROSAnswers,battery_state_of_charge publishes nothing on Pioneer3DX,"ion is written that, if the pioneer supports battery_state_of_charge the topic is published. The",[battery info issue][Pioneer3DX][no answer],,
ROSA230,DP135,https://answers.ros.org/question/239958/ros-isnt-recognizing-create/,ROSAnswers,ROS isn't recognizing Create,need to install? I've heard it could be the battery but I haven't received any error messages re,[error contacting device][could be battery],,
ROSA22,DP136,https://answers.ros.org/question/295138/the-error-about-roslaunchwhen-driving-the-teleoperating-part/,ROSAnswers,"the error about ""roslaunch""when driving the teleoperating part","ng the turtlebot software doesn't expose any battery information through ACPI, so the cannot rea",[error while launching][no battery info][acpi],,
ROSA219,DP137,https://answers.ros.org/question/192938/are-there-standard-battery-level-messages-in-ros/,ROSAnswers,are there standard battery level messages in ROS,"ot, are there existing standard messages for battery level (in %) or voltage, or thresholds (low)",[battery info][std messages],,
ROSA217,DP138,https://answers.ros.org/question/30631/turtlebot-unable-to-check-laptop-batterybat0state/,ROSAnswers,Turtlebot unable to check laptop battery/BAT0/state,My laptop (Thinkpad X120e) reports its battery status in proc/acpi/battery/BAT1/ folder (wh,[battery info issue][wrong file path],,
ROSA21,DP139,https://answers.ros.org/question/285774/running-turtlebot-minimallaunch-on-a-pc-no-battery-state/,ROSAnswers,"Running Turtlebot minimal.launch on a PC, no battery state.",_full_design || /sys/class/power_supply/BAT0/energy_full_design does not exist],[battery warning][laptop][not receiving],,
ROSA207,DP140,https://answers.ros.org/question/313363/local-planner-behaves-unordinary/,ROSAnswers,Local planner behaves unordinary,our robot is moving on and the state of your battery. I was experimenting with my large outdoor,[robot navigation][depends on battery level],,
ROSA206,DP141,https://answers.ros.org/question/336929/ros-newby-suitability-of-old-thinkpad-x240/,ROSAnswers,ROS newby - suitability of old Thinkpad X240?,"hinkpad. The only drawback in my case is the battery life, which for mine lasts only 2 hours or s",[battery of thinkpad laptop][FP],,
ROSA204,DP142,https://answers.ros.org/question/334408/using-rosserial-to-read-data-from-a-device/,ROSAnswers,Using rosserial to read data from a device,r code.If you're writing the firmware of the battery management system yourself then you could us,[battery info][battery management system][serial node publishing],,
ROSA20,DP143,https://answers.ros.org/question/152146/integration-of-energy-framework-with-ros/,ROSAnswers,Integration of energy framework with ROS,rking on a software framework to monitor the energy consumption of robots or any embedded device,[monitor energy consumption][api][need to integrate to ROS],,
ROSA2,DP144,https://answers.ros.org/question/54840/alternate-turtlebot-configurations/,ROSAnswers,Alternate Turtlebot Configurations,"equiring 12V) with the much smaller and more energy efficient , which only needs 5V over USB? I",[auto recharging][turtlebot2 as a solution],,
ROSA198,DP145,https://answers.ros.org/question/300209/robot-bucking-while-driving-in-reverse/,ROSAnswers,"Robot ""bucking"" while driving in reverse",em because it seems to change if I slide the battery around a little. It doesn't solve it but it,[FP],,
ROSA194,DP146,https://answers.ros.org/question/270751/turtlebot-charging-without-battery/,ROSAnswers,turtlebot charging without battery,rtlebot was delivered without the additional battery: 4S2P (4400 mAh) that has to be connected in,[FP],,
ROSA193,DP147,https://answers.ros.org/question/269683/intel-euclid-battery-state/,ROSAnswers,Intel Euclid battery state,orm and I'm trying to find a solution to get battery state.Any ideas or suggestionsThanks in adva,[battery info][Intel Euclid][ros topic],,
ROSA19,DP148,https://answers.ros.org/question/151946/ros-internals-topics-storage-and-network-comms/,ROSAnswers,ROS internals - topics storage and network comms?,rking on a software framework to monitor the energy consumption of robots or any embedded device,[energy consumption monitoring][framework][integrate to ROS][ros topic][same as ROSA20],,
ROSA189,DP149,https://answers.ros.org/question/251877/slam-with-a-camera-without-odometry/,ROSAnswers,SLAM with a camera without odometry,r converter to produce this voltage from the battery that your RC car has. Then you'll have a ful,[FP],,
ROSA186,DP150,https://answers.ros.org/question/243928/din-usb-cable/,ROSAnswers,DIN-USB cable,rested in powering devices from the Roomba's battery you can see my about making your own.,[FP],,
ROSA184,DP151,https://answers.ros.org/question/236426/p2os-and-rosaria-not-connecting-to-pioneer-p3-at/,ROSAnswers,P2os and rosaria not connecting to Pioneer P3-AT,switch on the side. This will give you extra battery life and prevent any possible interference w,[FP],,
ROSA183,DP152,https://answers.ros.org/question/231771/rospy-sensor_msgsmsgbatterystate-is-not-found/,ROSAnswers,rospy sensor_msgs.msg.BatteryState is not found,"public apt repository.If you really need the battery message, you can use sensor_msgs from source",[battery info issue][sensor_msg][implementation feature],,
ROSA182,DP153,https://answers.ros.org/question/210527/how-to-integrate-kobuki-auto-docking-command-in-roscpp-or-python/,ROSAnswers,how to integrate kobuki auto docking command in roscpp or python,ogram automatically when it detects that the battery is low? then how to add that program to my c,[turtlebot and kobuki base][auto docking][implementation in python or C++],,
ROSA181,DP154,https://answers.ros.org/question/219948/7-8-tablet-for-turtlebot/,ROSAnswers,"7-8"" Tablet for Turtlebot?",y 2-in-1 Inspiron 11 3157 (that has terrific battery life and is Ubuntu-certified).If you are wil,[FP],,
ROSA179,DP155,https://answers.ros.org/question/192672/what-should-i-expect-from-turtlebot-calibration-how-do-i-know-if-my-turtlebot-is-broken/,ROSAnswers,What should I expect from Turtlebot calibration? / How do I know if my Turtlebot is broken?,"to hardware (IMU and Battery). If the Ni-Mh battery is old and used over many charging cycles, i",[turtlebot hardware config][old battery][needs power reset],,
ROSA178,DP156,https://answers.ros.org/question/218715/battery-usage-simulation-in-gazebo/,ROSAnswers,Battery Usage Simulation in Gazebo,"hat is best practice in simulating a robot's battery usage in gazebo?I have a robot, and therefor",[battery simulation][gazebo plugin],,
ROSA176,DP157,https://answers.ros.org/question/207130/contacting-turtlebot-distributor-i-heart-engineering/,ROSAnswers,Contacting Turtlebot Distributor (I Heart Engineering).,r a while and there is only 2 that have this battery issue. I did some research on the model of a,[FP],,
ROSA175,DP158,https://answers.ros.org/question/204239/long-term-turtlebot-storage-and-care/,ROSAnswers,Long term turtlebot storage and care,Open the bottom of the Kobuki and unplug the battery pack. And remove the battery from the laptop,[battery maintanance][life unplugged],,
ROSA174,DP159,https://answers.ros.org/question/201704/how-to-power-off-kinect-from-software/,ROSAnswers,How to power off Kinect from software,"s, compute (or measure) their affect on your battery life, and figure out which steps actually ca",[save energy][howto][turnoff kinect],,
ROSA171,DP160,https://answers.ros.org/question/170766/tum_ardrone-autopilot/,ROSAnswers,tum_ardrone autopilot,and the drone took off after inserting a new battery and things like that. You could post some lo,[FP],,
ROSA168,DP161,https://answers.ros.org/question/127171/ekf-dosent-work-perfectly/,ROSAnswers,EKF dosen't work perfectly,stimating model parameters from output data (battery time until full while charging).,[FP],,
ROSA164,DP162,https://answers.ros.org/question/64292/rostopic-echo-to-webpage/,ROSAnswers,rostopic echo to webpage,e output from rostopic echo (for example the battery level) to a webpage? You can look at for t,[FP],,
ROSA163,DP163,https://answers.ros.org/question/58588/turtlebot-bringup-problems/,ROSAnswers,Turtlebot bringup problems,very helpful. This usually happens when the battery is very low or going bad. I would get a mult,[turtlebot turns off automatically][battery very low],,
ROSA162,DP164,https://answers.ros.org/question/57161/turtlebot_bringup-error-invalid-param-tag/,ROSAnswers,turtlebot_bringup error - invalid <param> tag [closed],e roslaunch works fine except for the laptop battery warning which I have described here - Thank,[FP],,
ROSA161,DP165,https://answers.ros.org/question/12900/microsoft-kinect-or-asus-xtion/,ROSAnswers,Microsoft Kinect or ASUS Xtion ? [closed],"is handy, but (if you can get access to raw battery voltage on your Roomba, like you can on a cr",[energy consumption of kinect],,
ROSA158,DP166,https://answers.ros.org/question/41829/turtlebot-clearpath-kinect-visualization-tutorial/,ROSAnswers,Turtlebot (clearpath) Kinect Visualization Tutorial,"unable to fetch information in the laptop's battery charge state.
I can set the robot to full mo",[battery info issue][unable to get battery state][wrong file path],,
ROSA156,DP167,https://answers.ros.org/question/51181/how-to-connect-the-kinetic-sensor-to-my-ros-computer/,ROSAnswers,How to connect the kinetic sensor to my ROS computer,transformer it self and hook it to my robot battery...I recall there's a way of connecting a kin,[FP],,
ROSA155,DP168,https://answers.ros.org/question/45885/rviz-unsaved-changes/,ROSAnswers,rviz: unsaved changes,"rviz from time to time when I am working on battery, it saves some power (opengl likes my cpu).A",[energy consumption][rviz closed][save energy],,
ROSA153,DP169,https://answers.ros.org/question/36330/p2os-teleop/,ROSAnswers,P2OS teleop,"rostopic list
/aio
/base_controller/command
/battery_state
/cmd_motor_state
/cmd_vel
/diagnostics",[FP],,
ROSA1520,DP170,https://answers.ros.org/question/263114/i-want-to-control-10-dynamixel-motors-using-ros-python-i-am-succeeding-up-to-6-motors-at-a-time-but-not-all/,ROSAnswers,I want to control 10 dynamixel motors using ROS Python. I am succeeding up to 6 motors at a time but not all,"ration what i want to do. This looks like a voltage drop issue. In our arm we have 7 motors,",[motor control issue][possibe voltage drop][denied by dev][FP],,
ROSA151,DP171,https://answers.ros.org/question/38199/error-reading-from-sci-port-no-data-turtlebot-disconnects-when-set-full-mode/,ROSAnswers,Error reading from SCI port. No data. Turtlebot disconnects when set Full Mode,meter) please measure the voltage across the battery to make sure that it is fully charged. Simil,[error reading SCI port][check battery voltage][full charge],,
ROSA1509,DP172,https://answers.ros.org/question/223633/how-to-make-a-slam-robot-with-navigation/,ROSAnswers,How to make a slam robot with navigation?,"o parts are still missing:
Battery plus some voltage converters. You can use a USB-Powerbank f",[FP],,
ROSA1508,DP173,https://answers.ros.org/question/220233/battery-monitor/,ROSAnswers,Battery Monitor,not using a laptop computer. I have lithium battery running everything. I would like to add a b,[battery monitor hardware][arduino nano],,
ROSA1490,DP174,https://answers.ros.org/question/53457/kinect-dies-when-using-the-follower-example-on-a-turtlebot/,ROSAnswers,kinect dies when using the follower example on a turtlebot,be a current issue. I would think that the battery pack could source plenty of current unless m,[kinect dies][battery current],,
ROSA149,DP175,https://answers.ros.org/question/36430/gazebo-dead-slow-on-8x27ghz-cpu-with-a-nvidia-gt650m-gpu/,ROSAnswers,Gazebo dead slow on 8x2.7GHz cpu with a NVidia GT650m gpu,"has Optimus, with a sticker promising great battery life and great performance. I don't care for",[FP],,
ROSA147,DP176,https://answers.ros.org/question/32736/react-on-diagnostics-eg-shutdown-on-low-battery/,ROSAnswers,react on diagnostics (eg shutdown on low battery),"and?I'd like to shutdown the robot PC if the battery goes low (which the OS isn't aware of), and",[battery diagnostic][shutdown when battery is low][simple msgs easy to parse],,
ROSA1451,DP177,https://answers.ros.org/question/306234/looking-for-existing-electromyograph-emgeeg-or-voltage-messages/,ROSAnswers,"Looking for existing Electromyograph EMG/EEG, or voltage messages","EEG/EMG.There was a lightning talk about a (consumer) EEG device last ROSCon (), but that doesn",[FP],,
ROSA144,DP178,https://answers.ros.org/question/12973/kinect-issues-on-different-machines/,ROSAnswers,kinect issues on different machines,", the Kinect gets it power from the create's battery, not the USB. (The suspicious unconnected c",[false power up - kinect seems on but it does not work since it does not receive enough power],,
ROSA1437,DP179,https://answers.ros.org/question/217804/problem-creating-a-ros-package-with-the-presence-of-external-headers/,ROSAnswers,Problem creating a ROS package with the presence of external headers,"ions, for example to read the voltage of the battery, and publish the data as ROS messages. 
I pu",[battery info][ROS msg][failure],,
ROSA1427,DP180,https://answers.ros.org/question/51036/irobot-create/,ROSAnswers,irobot create,a step-down appliance into my irobot adapter/charger ! :-) I just checked the transformer. It,[FP],,
ROSA1425,DP181,https://answers.ros.org/question/38786/problem-adding-rosserial-node-to-turtlebot-bringup/,ROSAnswers,Problem adding rosserial node to turtlebot bringup,"al.launch to have the following. The ""laptop battery"" stuff has been pulled out since I am using",[battery diagnostic][launch file],,
ROSA142,DP182,https://answers.ros.org/question/12385/irobot-create-odometry-package/,ROSAnswers,irobot create odometry package,"kely that ...i recognized somehing. When the battery is not full, it gives erroneous measurements",[wrong odometry data][when battery not full],,
ROSA1418,DP183,https://answers.ros.org/question/218015/problem-in-determining-a-link-language-while-using-external-libraries/,ROSAnswers,Problem in determining a link language while using external libraries,"ions, for example to read the voltage of the battery, and publish the data as ROS messages. I put",[battery info][ROS msg][howto help],,
ROSA1412,DP184,https://answers.ros.org/question/293771/publisher-can-only-in-while-no-maybe-other-reason/,ROSAnswers,"publisher can only in While? no, maybe other reason.",PC.Last night I recharge the raspberry's li battery and this morning the code works fine.The pro,[subscriber cannot read][battery level],,
ROSA141,DP185,https://answers.ros.org/question/12263/kinect-does-not-turn-on-turns-off-on-its-own/,ROSAnswers,Kinect does not turn on / turns off on its own,"he kinect goes off again. I thought it was a battery problem, but the dashboard shows the battery",[kinect issue][wrong battery info],,
ROSA1406,DP186,https://answers.ros.org/question/30433/turtlebot-and-turtlebot-arm-and-hokuyo-laser-rangefinder/,ROSAnswers,Turtlebot and turtlebot arm and hokuyo laser rangefinder,"t shutting down the Kinect, Laser or Arm the battery empty faster than it can refill and may dama",[FP],,
ROSA1403,DP187,https://answers.ros.org/question/151526/using-move_base-recovery-for-initial-pose-estimation/,ROSAnswers,using move_base recovery for initial pose estimation,utocking sequence. Turtlebot have a docking (battery recharger) with infra-red emitters and the r,[auto docking][initial position estimation][turtlebot and base with infra-red],,
ROSA1402,DP188,https://answers.ros.org/question/287099/turtlebot-bringup-not-connecting-to-port/,ROSAnswers,TurtleBot Bringup Not Connecting to Port,"?
Thanks.Turns out it was a power issue. The battery was too low to power the OpenCR board, so ma",[turtlebot][connection issue][insufficient battery to power OpenCR],,
ROSA1396,DP189,https://answers.ros.org/question/267407/about-battery-management-systems/,ROSAnswers,About Battery Management Systems,"WalterWhy do you need a BMS on a 4S, 6S LiPo battery? These battery packs can operate without th",[smart BMS][recharge on the robot][4 cells pcm][hardware][FP?],,
ROSA1394,DP190,https://answers.ros.org/question/254899/ros-battery-status/,ROSAnswers,ROS Battery Status,"d car) batteries as well as some Lithium Ion battery packs. Unfortunately, none of the team membe",[battery monitoring][car battery][battery voltage],,
ROSA1393,DP191,https://answers.ros.org/question/248531/connect-failed-rosaria-with-robot/,ROSAnswers,Connect failed RosAria with Robot,f neccesary. Make sure the robot is fully charged or plugged in to the charger (with good ba,[FP],,
ROSA139,DP192,https://answers.ros.org/question/11276/best-pc-architecture-to-run-turtlebot/,ROSAnswers,Best PC architecture to run Turtlebot,ter to run on the TurtleBot is a tradeoff of battery life for computation and price. In general,[tradeoff][computation power][turtlebot],,
ROSA1389,DP193,https://answers.ros.org/question/221362/turtlebot-bad-gyro-calibration/,ROSAnswers,turtlebot bad gyro calibration,"rcuit board from your CREATE Base. On a full battery charge, ensure that there is a constant 5V p",[error gyro calibration][possible power supply issue],,
ROSA1386,DP194,https://answers.ros.org/question/202176/kinect-isnt-visible-from-odroid-when-battery-powered-turtlebot-v2/,ROSAnswers,Kinect isn't visible from Odroid when battery powered (turtlebot v2),Kinect that doesn’t work when the odroid is battery driven. Everything except the things in the,[odroid pcb][kinect not visible][when battery driven][solved by external battery],,
ROSA1382,DP195,https://answers.ros.org/question/198802/can-rosaria-and-p2os-both-be-used-simultaneously-for-pioneer-robots/,ROSAnswers,Can RosAria and p2os both be used simultaneously for pioneer robots?,e finder. I am however unable to monitor the battery and robot status. Are there any tools to mon,[rosaria][battery monitoring issue][battery voltage topic],,
ROSA1372,DP196,https://answers.ros.org/question/65437/workstation-as-master-turtlebot/,ROSAnswers,Workstation as Master [Turtlebot],e Create. This usually means your turtlebot battery needs to be charged. Or that the connection,[turtlebot][odometry error][not battery],,
ROSA1371,DP197,https://answers.ros.org/question/58247/turtlebot2-power-for-laptop/,ROSAnswers,Turtlebot2 power for laptop,"Hello,I would like to use the battery of the Kobuki base of my turtlebot to give p",[hardware][FP],,
ROSA137,DP198,https://answers.ros.org/question/10397/is-visualization-ok-on-laptops-with-optimusbumblebee/,ROSAnswers,Is visualization OK on laptops with Optimus+Bumblebee?,"orked fine (unfortunately, you don't get the battery savings that optmius integrated graphics wou",[optimus nvidia][battery saving][do not work on ubuntu],,
ROSA1368,DP199,https://answers.ros.org/question/38848/dashboard-is-unble-to-check-the-laptop-battey-state/,ROSAnswers,Dashboard is unble to check the laptop battey state,e: 1342422151.301084] Unable to check laptop battery state. Exception: Value 12265 mW did not hav,[battery info][unable to check laptop][wrong file path],,
ROSA1366,DP200,https://answers.ros.org/question/34239/turtlebot-dying-when-launching-kinect/,ROSAnswers,Turtlebot dying when launching kinect,down issue is that I swapped to a new laptop_battery.py and it seems to not show the correct char,[turtlebot runs out of battery][kinect connected][battery misinfo],,
ROSA1362,DP201,https://answers.ros.org/question/11885/file-rospack-find-turtlebot_navigationnav_rvizvcg-does-not-exist/,ROSAnswers,file [rospack find turtlebot_navigation/nav_rviz.vcg] does not exist,dashboard to light up properly as one of the battery lights never turn green but both batteries a,[troubles bringing up map][rviz][battery led is misconfigured too],,
ROSA136,DP202,https://answers.ros.org/question/9647/how-to-connect-kinect-to-a-12v-battery/,ROSAnswers,How to connect Kinect to a 12v battery,mount my kinect on my robot which has a 12v battery. i am a completely noob in the field of elec,[hardware][FP],,
ROSA1359,DP203,https://answers.ros.org/question/10903/does-battery-matter-to-simulated-pr2-robot/,ROSAnswers,Does 'Battery' matter to simulated pr2 robot,"nning pr2 in simulation for a long time, the battery will go down eventually to 0. Does that matt",[battery level][simulating pr2 robot][does not matter],,
ROSA1357,DP204,https://answers.ros.org/question/9448/loading-a-prior-map-with-gmapping/,ROSAnswers,Loading a prior map with gmapping,". Imagine a robot that maps, then docks to recharge. The dock is at the same location as the st",[FP],,
ROSA1354,DP205,https://answers.ros.org/question/29648/failed-to-put-the-turtlebot-in-full-mode/,ROSAnswers,Failed to put the turtlebot in full mode,"do this:Then, restart. If that doesn't work, charge your turtlebot. This happens every once and",[failure][turtlebot to full mode][battery recharge],,
ROSA1344,DP206,https://answers.ros.org/question/337861/autonomous-docking/,ROSAnswers,Autonomous docking,"I have a DIY robot that docks itself on the charger.
I use AMCL and Navigation stack to put th",[auto docking][howto][infra-red or camera],,
ROSA134,DP207,https://answers.ros.org/question/10546/pni-digital-compass-driver/,ROSAnswers,PNI Digital Compass Driver,milar problems?I can't do anything about the battery life :) . I have however written some code i,[FP],,
ROSA133,DP208,https://answers.ros.org/question/44660/suggestions-on-using-irobot-create-with-hokuyo-urg-04lx-turtlebot/,ROSAnswers,Suggestions on using irobot create with hokuyo urg 04lx / turtlebot?,the 12V for Kinect. We use a Yanec external battery (6 Ah) with 5V and 12V (it has also a third,[hardware][FP],,
ROSA1329,DP209,https://answers.ros.org/question/265899/how-can-i-use-sensor_msgsbatterystate/,ROSAnswers,how can I use sensor_msgs/BatteryState,you can follow ) that will suscribe to your battery state topic.In the callback function you can,[battery info][voltage and capacity][howto][ROS topic],,
ROSA1324,DP210,https://answers.ros.org/question/241032/poor-results-of-loop-closurse-detection-rtabmap_ros/,ROSAnswers,Poor results of loop closurse detection rtabmap_ros.,can. I will make more algorithm tests but my battery is empty i need to wait for charge,[FP],,
