ID,URL,Collection,Title,Contents,DateTime,DateTime
GitIssue601,https://github.com/ros-planning/navigation2/issues/887,GitHubIssues,Replace time-based global path replanning with a condition-based approach,to be the difference of putting it into the power saving mode -- so there's no benefit of runn,"Jun 24, 2019",1561345200.0
GitIssue6,https://github.com/bluesat/numbat_software/issues/37,GitHubIssues,Estimate battery cost,"Need lipo batteries on robot, estimate cost battery and charge system.Make sure the batteries ar","Aug 8, 2014",1407466800.0
GitIssue586,https://github.com/ROBOTIS-GIT/turtlebot3/issues/403,GitHubIssues,"USB Power OK, but doesnt turn on with 11.1V battery or 12V SMPS power supply",ot responding for any 11.1V power supply via battery or a 12v power supply. Do you think the fuse,"Apr 15, 2019",1555297200.0
GitIssue55,https://github.com/UBC-Thunderbots/Software/issues/1173,GitHubIssues,Make robot max battery voltage constant,"tions, we need to actually know the range of battery voltages we can have.We should either create","Feb 14, 2020",1581649200.0
GitIssue548,https://github.com/mavlink/mavros/issues/589,GitHubIssues,Increase the data stream rate in px4 stack using mavros,"puter and then power power the pixhawk using battery.
But if I power the pixhawk first with a bat","Aug 12, 2016",1470970800.0
GitIssue52,https://github.com/grvcTeam/grvc-ual/issues/66,GitHubIssues,Publish gps position and battery state,no_keyword_in_contents,"Oct 28, 2019",1572231600.0
GitIssue498,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3/issues/55,GitHubIssues,Sudden power on / off in OpenCR broke NUC,"NUC was broken out when our OP3 ran out the battery and shut down.Second time, it happened when","Dec 11, 2018",1544493600.0
GitIssue491,https://github.com/yujinrobot/kobuki/issues/139,GitHubIssues,Trigger adapter/docking base plug/unplug events,"es:When plug/unplugged we generate ""phantom"" battery full event due to issue . They should disapp","Jun 25, 2012",1340593200.0
GitIssue489,https://github.com/yujinrobot/kobuki/issues/129,GitHubIssues,Battery Documentation,"ctly or view it on GitHub:
 for generating a battery graph with kobuki turtlebot. It should refer","Jun 11, 2012",1339383600.0
GitIssue488,https://github.com/yujinrobot/kobuki/issues/66,GitHubIssues,Battery Level Runtime Graph,Generate a runtime graph for battery voltage levels. We need these to set the lev,"Apr 14, 2012",1334372400.0
GitIssue479,https://github.com/ekumenlabs/tangobot/issues/104,GitHubIssues,Publish battery from Tangobot,Publish battery status:Mobile base battery using the KobukiS,"Jun 5, 2017",1496631600.0
GitIssue470,https://github.com/whoenig/crazyflie_ros/issues/112,GitHubIssues,High-level controller causing failed takeoff,"gram camera, a transmitter, and a non-stock battery attached to it. However, I am able to fly ma","Nov 5, 2018",1541383200.0
GitIssue469,https://github.com/tork-a/rtmros_nextage/issues/181,GitHubIssues,Is the simulation working?,"Messages for representing PR2 state, such as battery information and the PR2 fingertip sensors.
i","Jul 9, 2015",1436410800.0
GitIssue466,https://github.com/AutonomyLab/ardrone_autonomy/issues/191,GitHubIssues,All navdatas are always at 0,", the displayed firmware was ""0.0.0"" and the battery percentage was always at 0. I tried to contr","May 29, 2016",1464490800.0
GitIssue465,https://github.com/AutonomyLab/bebop_autonomy/issues/200,GitHubIssues,Echoing /bebop/cmd_vel displays nothing,I have another question!!! where to get the battery state so I can send an error message when th,"Aug 23, 2019",1566529200.0
GitIssue460,https://github.com/whoenig/crazyflie_ros/issues/36,GitHubIssues,"(Update: ""Size doesn't match!"" error) Crazyflie won't log battery, temperature, etc.","SI are working fine, but I can't seem to get battery data through the package. I tried connecting","Jul 7, 2016",1467860400.0
GitIssue459,https://github.com/yujinrobot/kobuki/issues/123,GitHubIssues,Battery warning spam if no battery,"rn once, not repeatedly.Uncomment the laptop battery call in minimal.launch when fixed.Done by Un","Jun 4, 2012",1338778800.0
GitIssue455,https://github.com/utexas-bwi/bwi/issues/22,GitHubIssues,Segbot batteries: need endurance tests,"e collected a ROS bag file that recorded the battery voltage over 3 hours, more or less. The robo","May 20, 2015",1432090800.0
GitIssue452,https://github.com/utexas-bwi/segbot/issues/39,GitHubIssues,segbot_sensors: smooth voltage data in battery diagnostics node,The raw battery voltages reported seem to fluctuate by sever,"Apr 29, 2015",1430276400.0
GitIssue448,https://github.com/UBC-Thunderbots/Software/issues/158,GitHubIssues,Add log support for Annunciator messages,"xample, 
N/ALog(ANNUNCIATOR) << ""Robot 0 low battery"" << std::endl;","Jan 6, 2019",1546740000.0
GitIssue447,https://github.com/turtlebot/turtlebot/issues/219,GitHubIssues,Will turtlebot be released & supported on Kinetic?,will get us to releasing turtlebot.The smart_battery_msgs has been collapsed into sensor_msgs so,"May 23, 2016",1463972400.0
GitIssue430,https://github.com/mavlink/mavros/issues/833,GitHubIssues,setpoint_attitude still not publishing attitude in latest mavros,"n/raw/fix [sensor_msgs/NavSatFix]
 * /mavros/battery [sensor_msgs/BatteryState]
 * /mavros/setpoi","Oct 11, 2017",1507690800.0
GitIssue43,https://github.com/AutonomyLab/bebop_autonomy/issues/188,GitHubIssues,Trouble with launching driver,bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True/bebop/bebop_driver/states/,"Mar 16, 2019",1552705200.0
GitIssue422,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/234,GitHubIssues,No camera images to ROS topics with M210,"ar_velocity_fused
/dji_sdk/attitude
/dji_sdk/battery_state
/dji_sdk/display_mode
/dji_sdk/flight_","Sep 4, 2018",1536030000.0
GitIssue421,https://github.com/AutonomyLab/bebop_autonomy/issues/48,GitHubIssues,Bebop Disconnects From Wireless Network When Driver is Launched,y after running successfully we replaced the battery and restarted the Bebop. It connects to the,"May 6, 2016",1462503600.0
GitIssue420,https://github.com/AutonomyLab/bebop_autonomy/issues/77,GitHubIssues,[DISCO] `Video streaming started` encounters `shared_ptr` error,"bebop/bebop_driver/states/enable_commonstate_batterystatechanged: True
 * /bebop/bebop_driver/sta","Dec 6, 2016",1480989600.0
GitIssue417,https://github.com/jackal/jackal/issues/61,GitHubIssues,Odometry shows false data,troit mercy. Thanks for your advice with the battery management. I have figured out the charging,"Jul 23, 2019",1563850800.0
GitIssue416,https://github.com/osu-uwrt/riptide_software/issues/38,GitHubIssues,Safety Node,"node which monitors all safety related data (battery info, kill switch status, is the computer cr","Feb 6, 2017",1486346400.0
GitIssue415,https://github.com/chrisl8/ArloBot/issues/8,GitHubIssues,kinect with arlobot,purely for the purpose of conserving laptop battery power. If you are sure that the Kinect works,"Oct 16, 2015",1444964400.0
GitIssue414,https://github.com/yujinrobot/kobuki/issues/228,GitHubIssues,Battery Data,to be able to read the current draw from the battery using kobuki_driver. I know that the dashboa,"Feb 22, 2013",1361502000.0
GitIssue413,https://github.com/yujinrobot/kobuki/issues/271,GitHubIssues,Fix Kobuki's inertia,"s volume, which is wrong (mostly due to the battery being intentionally placed at the front).The","Jun 17, 2013",1371438000.0
GitIssue412,https://github.com/yujinrobot/kobuki/issues/43,GitHubIssues,Battery,How to do a warning for the battery level?Make sure that it works with the dashb,"Apr 10, 2012",1334026800.0
GitIssue410,https://github.com/whoenig/crazyflie_ros/issues/78,GitHubIssues,hover with vrpn problems,"ll fly out off control
Is it becasuse of low battery?
2.
Can I just publish the position to the g","Nov 10, 2017",1510279200.0
GitIssue406,https://github.com/whoenig/crazyflie_ros/issues/26,GitHubIssues,Control with protective frame,different from your configuration is that my battery is placed on the bottom since I am using the,"Jan 21, 2016",1453341600.0
GitIssue403,https://github.com/yujinrobot/kobuki/issues/72,GitHubIssues,Publish laptop battery status,"We are already publishing robot battery status in diagnostics, but not laptop data.","Apr 16, 2012",1334545200.0
GitIssue401,https://github.com/yujinrobot/kobuki/issues/174,GitHubIssues,Too many timed out error on kobuki_node,"on a laptop and robot that were both low on battery.Keep an eye out for this, and if it happens,","Nov 22, 2012",1353549600.0
GitIssue400,https://github.com/yujinrobot/kobuki/issues/95,GitHubIssues,What is the Android Cog?,What is that cog that sits alongside the battery graphics in the android apps?Leave this till,"Apr 20, 2012",1334890800.0
GitIssue4,https://github.com/AutonomyLab/bebop_autonomy/issues/43,GitHubIssues,Publish the battery state as a ROS standard message,no_keyword_in_contents,"Apr 7, 2016",1459998000.0
GitIssue399,https://github.com/yujinrobot/kobuki/issues/350,GitHubIssues,kobuki diagnostics parameter was out dated,I found that kobuki battery is not presented on kobuki_dashboard when ko,"Aug 26, 2014",1409022000.0
GitIssue398,https://github.com/yujinrobot/kobuki/issues/65,GitHubIssues,Check charger bit flags,atch your photo!Done. Still not publishing a battery message containing both robot and laptop bat,"Apr 14, 2012",1334372400.0
GitIssue397,https://github.com/uf-mil/NaviGator/issues/45,GitHubIssues,Thrusters not giving feedback,rn feedback information (we mainly just want battery voltage)Any progress on this? It's not vital,"Sep 6, 2016",1473130800.0
GitIssue396,https://github.com/uf-mil/NaviGator/issues/51,GitHubIssues,RobotTeq motor controller current trip,"urrent trips were very rare even without the battery swapping, so I do not think enough testing h","Sep 12, 2016",1473649200.0
GitIssue395,https://github.com/uf-mil/NaviGator/issues/258,GitHubIssues,Battery kill never unkills,"Once the battery kill is raised because of low voltage, it do","Oct 23, 2017",1508724000.0
GitIssue394,https://github.com/uf-mil/NaviGator/issues/254,GitHubIssues,Address Battery Paradox,"motor controllers to kill NaviGator when the battery gets too low, and warn us before this. But w","Oct 22, 2017",1508637600.0
GitIssue390,https://github.com/turtlebot/turtlebot/issues/224,GitHubIssues,add a way to disable laptop battery checks,a way to avoid the warnings that the laptop battery could not be measured.Resolved by PR with t,"Jun 27, 2016",1466996400.0
GitIssue39,https://github.com/turtlebot/turtlebot/issues/141,GitHubIssues,Trusty laptop battery state not detected,indicates that you need to alter the default battery path (through the ~acpi_path parameter)[WARN,"Jun 1, 2014",1401591600.0
GitIssue387,https://github.com/UbiquityRobotics/magni_robot/issues/43,GitHubIssues,Battery Voltage topic not visible on latest image,The latest image doesn't seem to publish a battery voltage topic. I see the following topics:/c,"Sep 14, 2017",1505358000.0
GitIssue385,https://github.com/sbrodeur/ros-icreate-bbb/issues/37,GitHubIssues,Battery charge is always zero in visualizations,"Not sure if the problem is that the battery charge is wrongly reported by the robot, or","Nov 2, 2016",1478052000.0
GitIssue384,https://github.com/sbrodeur/ros-icreate-bbb/issues/15,GitHubIssues,Battery life,"Currently at the 75 to 80% mark, the battery dies. This usually manifest as a sudden jump","Sep 30, 2016",1475204400.0
GitIssue383,https://github.com/sbrodeur/ros-icreate-bbb/issues/11,GitHubIssues,Test rosbag recording on robot,eed to verify how long the robot can last on battery power while moving and recording.Recording g,"Sep 23, 2016",1474599600.0
GitIssue377,https://github.com/RoboJackets/igvc-software/issues/88,GitHubIssues,battery topic seems to always publish 0?,"Look into how the battery topic works, what sensors it relies on, and","Feb 7, 2016",1454810400.0
GitIssue374,https://github.com/ROBOTIS-GIT/turtlebot3/issues/204,GitHubIssues,How to use large capacity battery ？,"The battery capacity is 8800mah, but more than 2 hours,","May 15, 2018",1526353200.0
GitIssue371,https://github.com/ROBOTIS-GIT/turtlebot3/issues/187,GitHubIssues,/dev/tty/ACM0 disappears when OpenCR's 12V output is used,"supplying power with decent power supply or battery, please check whether the 3 analog input sig","Apr 19, 2018",1524106800.0
GitIssue368,https://github.com/ROBOTIS-GIT/turtlebot3/issues/326,GitHubIssues,/battery_state/current does not update,rsions. We need updates to current from the /battery_state topic but it is always displayed as ze,"Oct 5, 2018",1538708400.0
GitIssue366,https://github.com/ROBOTIS-GIT/turtlebot3/issues/340,GitHubIssues,Turtlebot3_core doesn't grab the NAMESPACE configuration,e're working directly over the robot and the battery runs out very fast. So that's the reason I d,"Oct 30, 2018",1540868400.0
GitIssue365,https://github.com/ROBOTIS-GIT/turtlebot3/issues/338,GitHubIssues,Dynamixel gets stuck after some movement.,"of this if it's helpful.Hi :)Because of low battery, the red led was on. Please check your batte","Oct 30, 2018",1540868400.0
GitIssue361,https://github.com/RoboJackets/igvc-software/issues/53,GitHubIssues,Rviz Plugin - Display Battery Level,Make an rviz plugin to display the current battery level.,"Oct 25, 2015",1445738400.0
GitIssue360,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3/issues/63,GitHubIssues,Power supply Intel Nuc and OpenCR,he quick response !Could you recommend me a battery/power supply to get the most out of the 12V,"Mar 25, 2019",1553482800.0
GitIssue358,https://github.com/ROBOTIS-GIT/turtlebot3/issues/140,GitHubIssues,Motor Setup Issue,right? I've connected it with the turtlebot3 battery and the red led on the dynamixel blinks when,"Mar 6, 2018",1520305200.0
GitIssue355,https://github.com/PR2/pr2_robot/issues/95,GitHubIssues,Bringing up joystick node drains battery (ros ticket #3608),stick keeps a connection open and drains the battery. We could only start the joystick node when,"Mar 12, 2013",1363057200.0
GitIssue353,https://github.com/mavlink/mavros/issues/68,GitHubIssues,PX4 connection test,"It works . The problem was I didn't have the battery connected :D
So the steps are:What about tak","Jul 26, 2014",1406343600.0
GitIssue352,https://github.com/mavlink/mavros/issues/126,GitHubIssues,Define setpoints also as a service,"lsafe cause I have not armed the quad and no battery is connected).
I will send you a PR with thi","Aug 17, 2014",1408244400.0
GitIssue350,https://github.com/mavlink/mavros/issues/33,GitHubIssues,Add topics for orientation control setpoint.,"l on the same position since I connected the battery, so yeah it's drifting. I'll checkout your n","Jun 15, 2014",1402801200.0
GitIssue349,https://github.com/mavlink/mavros/issues/1094,GitHubIssues,Better communication between my computer and my drone / Change Mavros/Mavlink settings,s on one of the computers) was switching the battery levels between the real battery and the one,"Oct 12, 2018",1539313200.0
GitIssue348,https://github.com/mavlink/mavros/issues/759,GitHubIssues,Sync ROS time with FCU time,"ime.
Because usually GPS module has it's own battery backed rtc, so date are known since first SY","Jul 18, 2017",1500346800.0
GitIssue347,https://github.com/mavlink/mavros/issues/719,GitHubIssues,rosrun mavros mavsafety arm Request failed.,"y fixed this problem!It work after I disable battery failsafe.
I found this in log output of rosl","May 24, 2017",1495594800.0
GitIssue344,https://github.com/mavlink/mavros/issues/461,GitHubIssues,Mavros topic not publishing on ArduCopter,"iagnostics
/mavlink/from
/mavlink/to
/mavros/battery
/mavros/fix
/mavros/gps_vel
/mavros/imu/atm_","Dec 30, 2015",1451440800.0
GitIssue343,https://github.com/mavlink/mavros/issues/209,GitHubIssues,Plugins not publishing when using TELEM2,"iagnostics
/mavlink/from
/mavlink/to
/mavros/battery
/mavros/camera_image
/mavros/camera_image/co","Feb 6, 2015",1423188000.0
GitIssue342,https://github.com/mavlink/mavros/issues/190,GitHubIssues,Pixhawk driver,"from it I need to read the rotation angles, battery status, all data. I need a driver package. T","Jan 23, 2015",1421978400.0
GitIssue341,https://github.com/mavlink/mavros/issues/179,GitHubIssues,Extending mavros support to IRIS+,"slightly better results, I occasionally get battery data on the topic (/mavros/battery), but sti","Dec 19, 2014",1418954400.0
GitIssue337,https://github.com/jsk-ros-pkg/jsk_robot/issues/909,GitHubIssues,PR1040のバッテリ交換,した。 what command did you use when displaying battery infomation Battery Name|,"Apr 13, 2018",1523588400.0
GitIssue336,https://github.com/jsk-ros-pkg/jsk_robot/issues/21,GitHubIssues,add a script to show time to charge and remaining battery time,we need to be more careful about battery life according to the last week demonstratio,"Apr 7, 2014",1396839600.0
GitIssue335,https://github.com/ARCC-RACE/jetson_car/issues/31,GitHubIssues,Packing list for competition,collection USB driveLion charger for traxxas batteryCharger for powerpadd batteryRouterMonitor+HD,"Nov 27, 2018",1543284000.0
GitIssue332,https://github.com/gtagency/buzzmobile/issues/42,GitHubIssues,Properly fix battery,rewing the ends of the cable together to the battery again. I thought I had done it properly with,"Oct 19, 2016",1476842400.0
GitIssue329,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/31,GitHubIssues,Issues with 0.1.8 Release,iring.problem is: should betogether with the battery following.You can update it by yourself or w,"Jun 14, 2016",1465873200.0
GitIssue328,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/19,GitHubIssues,Compass reading is not published,"It still doesn't work. check if RC data and battery data are correct.
if so, you didn't set comp","Apr 25, 2016",1461553200.0
GitIssue325,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/293,GitHubIssues,Update to 3.9 for ROS Package?,ave been addressed in OSDK-3.9. They are the battery bug and the RTH function. I'll wait for v3.9,"Oct 8, 2019",1570503600.0
GitIssue323,https://github.com/bluesat/numbat_software/issues/5,GitHubIssues,Get smart servos working,"the vin and GND pins on the arduino, as the battery doesn’t seem to work (found a power supply t","Mar 14, 2014",1394766000.0
GitIssue321,https://github.com/AutonomyLab/ardrone_autonomy/issues/32,GitHubIssues,Unable to run ardrone_driver on drone 1.0 (firmware 1.7.11),ge that it connected successfully with a 0% battery and then looses the nave data. The LED light,"Nov 21, 2012",1353463200.0
GitIssue317,https://github.com/AutonomyLab/ardrone_autonomy/issues/200,GitHubIssues,No bottom camera stream,"again freeflight without removing the drone battery, freeflight doesn't show the bottom camera.M","Jan 9, 2017",1483927200.0
GitIssue313,https://github.com/ROBOTIS-GIT/turtlebot3/issues/245,GitHubIssues,turtlebot3 low battery beeping,no_keyword_in_contents,"Jul 3, 2018",1530586800.0
GitIssue312,https://github.com/PR2/pr2_robot/issues/120,GitHubIssues,put battery characterization into a proper stack/package (ros ticket #3747),ld find a good home for it.trac data:measure_power.pypr2_gazebo_pluginsOwner: Reporter: Reporte,"Mar 12, 2013",1363057200.0
GitIssue311,https://github.com/mavlink/mavros/issues/1377,GitHubIssues,FCU: arming denied check battery,no_keyword_in_contents,"Jan 20, 2020",1579489200.0
GitIssue310,https://github.com/mavlink/mavros/issues/19,GitHubIssues,Publish battery status,no_keyword_in_contents,"May 15, 2014",1400122800.0
GitIssue303,https://github.com/ros-planning/navigation2/issues/1455,GitHubIssues,To configure maximum speed at runtime,"g fragile or unstable objects, to reduce the energy consumption or to reduce the noise, for exam","Jan 6, 2020",1578279600.0
GitIssue3,https://github.com/uf-mil/mil_common/issues/187,GitHubIssues,GNC: write common library for 3D thruster mapping,"d for other minimization functions (minimize energy, faster processing, etc)Function to disable/","Feb 8, 2019",1549591200.0
GitIssue267,https://github.com/mavlink/mavros/issues/1180,GitHubIssues,offboard request failed,"os/actuator_control
/mavros/altitude
/mavros/battery
/mavros/extended_state
/mavros/global_positi","Feb 15, 2019",1550196000.0
GitIssue26,https://github.com/AutonomyLab/create_autonomy/issues/7,GitHubIssues,Add support for battery state,"having the various information regarding the battery state as individual topics, it might make mo","Mar 8, 2016",1457406000.0
GitIssue237,https://github.com/utexas-bwi/segbot/issues/112,GitHubIssues,"segbot_sensors: Segbot V4 battery, hardware information is ignored",f the V2. The V4 segbots have much more rich battery information (State of Charge for both the pr,"Feb 5, 2020",1580871600.0
GitIssue227,https://github.com/AutonomyLab/bebop_autonomy/issues/184,GitHubIssues,Stablilizing Image frequency,"ally, usually when having low voltage of the battery or in some other magic cases. When the rate","Dec 10, 2018",1544407200.0
GitIssue225,https://github.com/jsk-ros-pkg/jsk_robot/issues/941,GitHubIssues,low battery of PR1040,Speed of decreasing battery of PR1040 is very fast.There was same issue(,"Jun 14, 2018",1528945200.0
GitIssue21,https://github.com/ethz-asl/asctec_mav_framework/issues/62,GitHubIssues,Random errors with asctec_mav_framework,"4223845]: ok
[ERROR] [1525729493.554670607]: battery voltage critical - land now !!!: 0 V
checksu","May 24, 2016",1464058800.0
GitIssue209,https://github.com/AutonomyLab/create_autonomy/issues/31,GitHubIssues,[minor] Incorrect battery charge state when the base is plugged in,driver when the base was plugged in and the battery was dead empty:Thanks. I've noticed this bef,"Oct 27, 2016",1477533600.0
GitIssue14,https://github.com/ros-planning/navigation2/issues/1339,GitHubIssues,Add action server feedback to all action tasks,io. It can be used when checking the current battery level is enough to complete task etc...Numbe,"Nov 11, 2019",1573441200.0
GitIssue134,https://github.com/ROBOTIS-GIT/turtlebot3/issues/538,GitHubIssues,Turtlebot battery monitoring,"er used by the turtlebot.
Thank you.
Hi, the battery voltage is read from OpenCR and delivered to","Feb 14, 2020",1581649200.0
GitIssue115,https://github.com/introlab/rtabmap_ros/issues/286,GitHubIssues,Autonomous Navigation with Turtlebot and Kinect2,"sher/robot_state_publisher)
turtlebot_laptop_battery (laptop_battery_monitor/laptop_battery.py)RO","Nov 14, 2018",1542160800.0
GitIssue1107,https://github.com/yujinrobot/kobuki/issues/136,GitHubIssues,Battery charge not shown in Android apps,"we always send 2.2, what is that of the 4S1P battery, because by now we cannot identify the batte","Jun 20, 2012",1340161200.0
GitIssue11,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/143,GitHubIssues,"dji_sdk_node crashes, probably related to missions",5 missions in 20-40 minutes or how long the battery lasts.The Waypoint Mission is used to implem,"Sep 14, 2017",1505358000.0
GitIssue1073,https://github.com/mavlink/mavros/issues/832,GitHubIssues,Frequent Hard syncing of clock,"is log (suspicious CON msgs)?
Do you use 16S battery?Thank you for your response.Do you use ntpd_","Oct 8, 2017",1507431600.0
GitIssue1043,https://github.com/mavlink/mavros/issues/1126,GitHubIssues,MAVROS::Altitude still a valid message?,"mavros/adsb/vehicle
/mavros/altitude
/mavros/battery
/mavros/cam_imu_sync/cam_imu_stamp
/mavros/d","Nov 23, 2018",1542938400.0
GitIssue1003,https://github.com/mavlink/mavros/issues/574,GitHubIssues,Send MAVLink messages to QGroundControl,"rks, I tried to send one message with a fake battery status (mavros_msgs/BatteryStatus.msg):1 - F","Jul 14, 2016",1468465200.0
GitIssue10,https://github.com/dji-sdk/Onboard-SDK-ROS/issues/157,GitHubIssues,Missing Battery Information,"When using an A3 with a custom lipo battery, there is no voltage, current, or capacity i","Dec 15, 2017",1513303200.0
GitIssue0,https://github.com/yujinrobot/kobuki/issues/376,GitHubIssues,kobuki:Timed out while waiting for serial data stream [/mobile_base],"sys/class/power_supply/test_battery/capacity/energy_full_design does not exist]
[ERROR] [9466881","Feb 27, 2017",1488164400.0
GitPR98,https://github.com/whoenig/crazyflie_ros/pull/44,GitHubPRs,Added timeout to logblock stop in Crazyflie_cpp,"connected Crazyflie, since I will change the battery before removing the crazyflie from ROS). I a","Sep 26, 2016",1474858800.0
GitPR94,https://github.com/uf-mil/NaviGator/pull/49,GitHubPRs,INSTALL: Common Install Script and Miscellaneous Fixes,install script (plus a small addition to the battery monitor).You'll need to merge in master then,"Sep 19, 2016",1474254000.0
GitPR92,https://github.com/UBC-Thunderbots/Software/pull/643,GitHubPRs,Add dead robot handling and more messages to radio_communication,"ore warning messages, most importantly a low battery warning.TBD on field No coverage uploaded fo","Jun 24, 2019",1561345200.0
GitPR90,https://github.com/uf-mil/NaviGator/pull/215,GitHubPRs,GUI,Monitors the battery voltage and displays it. Its got tabs too fo,"Sep 5, 2017",1504580400.0
GitPR89,https://github.com/uf-mil/SubjuGator/pull/247,GitHubPRs,BUS VOLTAGE: widen window for bus voltage estimate,We still want to kill pretty quickly if the battery is actually low.The bus voltage actually dro,"May 16, 2017",1494903600.0
GitPR88,https://github.com/utexas-bwi/segbot/pull/63,GitHubPRs,segbot battery profiler,"nclude a method to build the 'profile' for a battery used by a segbot, irrespective of version. T","Jun 2, 2016",1464836400.0
GitPR84,https://github.com/turtlebot/turtlebot/pull/226,GitHubPRs,Simplify launch,ch. thoughts?Three cheers for making netbook battery node optional We've already landed that int,"Aug 19, 2016",1471575600.0
GitPR83,https://github.com/turtlebot/turtlebot/pull/61,GitHubPRs,Fixing Roomba config file & laptop battery monitor fix,at I have also added some code to the laptop_battery.py (commit ) so that the new power manageme,"Mar 18, 2013",1363575600.0
GitPR80,https://github.com/RoboJackets/igvc-software/pull/364,GitHubPRs,Ethernet,"s not just the motors, but also monitors the battery, sets the PID, and handles all communication","Mar 19, 2019",1552964400.0
GitPR78,https://github.com/OUXT-Polaris/robotx_core/pull/58,GitHubPRs,Feature/battery monitor driver,add battery status monitor node,"Dec 5, 2018",1543975200.0
GitPR76,https://github.com/jsk-ros-pkg/jsk_robot/pull/1138,GitHubPRs,[jsk_fetch_startup] add speak battery app,"add speak battery app for fetch
now this app is running on fet","Oct 6, 2019",1570330800.0
GitPR75,https://github.com/jsk-ros-pkg/jsk_robot/pull/1137,GitHubPRs,[jsk_fetch_startup] add battery warning node to fetch,"Robot warns if the battery percentage is under some threshold.
under te","Oct 7, 2019",1570417200.0
GitPR74,https://github.com/jsk-ros-pkg/jsk_robot/pull/34,GitHubPRs,add script to visualize pr2 battery,add script to visualize pr2 battery like following:,"Jun 4, 2014",1401850800.0
GitPR73,https://github.com/jsk-ros-pkg/jsk_robot/pull/1082,GitHubPRs,[jsk_pr2_startup] use new battery warning,"split from 
this battery warning is written by and used in PR1040.
c","Jun 26, 2019",1561518000.0
GitPR72,https://github.com/jhu-asco/aerial_autonomy/pull/27,GitHubPRs,"Fix logic for takeoff, position control","When taking off, if low battery, should try to land
When reaching goal, if l","Mar 11, 2017",1489201200.0
GitPR70,https://github.com/ipa320/cob_robots/pull/488,GitHubPRs,disabled battery monitor sound/light and emmonitor sound,disabled battery_monitors sound + light and emergency monitor,"Jun 23, 2016",1466650800.0
GitPR68,https://github.com/jhu-asco/aerial_autonomy/pull/81,GitHubPRs,Add rpyt based pos control,"ld check for the validity of perceptin data, battery level of quad and height to ensure we are en","Aug 16, 2017",1502852400.0
GitPR64,https://github.com/ekumenlabs/tangobot/pull/127,GitHubPRs,Publishing robot and device battery,no_keyword_in_contents,"Sep 6, 2017",1504666800.0
GitPR63,https://github.com/jsk-ros-pkg/jsk_robot/pull/1182,GitHubPRs,Fix battery warning,no_keyword_in_contents,"Dec 11, 2019",1576033200.0
GitPR62,https://github.com/RoverRobotics/rr_openrover_basic/pull/4,GitHubPRs,Feature/battery status,no_keyword_in_contents,"Oct 1, 2018",1538362800.0
GitPR61,https://github.com/uos/calvin_robot/pull/8,GitHubPRs,add battery guard to calvin.launch,no_keyword_in_contents,"Feb 18, 2015",1424224800.0
GitPR58,https://github.com/AutonomyLab/create_autonomy/pull/11,GitHubPRs,Compute and publish battery charge ratio,no_keyword_in_contents,"Mar 24, 2016",1458788400.0
GitPR57,https://github.com/AutonomyLab/create_autonomy/pull/9,GitHubPRs,Add battery info topics,no_keyword_in_contents,"Mar 16, 2016",1458097200.0
GitPR56,https://github.com/uf-mil/SubjuGator/pull/185,GitHubPRs,VISUALIZATION: add battery voltage and interactive kill markers,e sub to display the latest output from /bus_voltage. This will turn red when below a certain,"Jan 8, 2017",1483840800.0
GitPR55,https://github.com/turtlebot/turtlebot/pull/225,GitHubPRs,disable the battery node if TURTLEBOT_BATTERY is set to None,no_keyword_in_contents,"Jun 28, 2016",1467082800.0
GitPR53,https://github.com/jsk-ros-pkg/jsk_common/pull/618,GitHubPRs,add battery full capacity summary script,no_keyword_in_contents,"Dec 12, 2014",1418349600.0
GitPR52,https://github.com/jsk-ros-pkg/jsk_common/pull/1342,GitHubPRs,[jsk_tools/bin/battery_capacity_summary.py] print N/A for unavailable data,no_keyword_in_contents,"Jan 26, 2016",1453773600.0
GitPR51,https://github.com/jsk-ros-pkg/jsk_common/pull/1329,GitHubPRs,[jsk_tools/bin/battery_capacity_summary.py] more battery info,no_keyword_in_contents,"Dec 29, 2015",1451354400.0
GitPR50,https://github.com/jsk-ros-pkg/jsk_robot/pull/106,GitHubPRs,Speak the remaining percentages of the battery if it's not charged,no_keyword_in_contents,"Oct 15, 2014",1413342000.0
GitPR5,https://github.com/jsk-ros-pkg/jsk_robot/pull/1143,GitHubPRs,Merge PR1040 branch to master,() fix bug of volume () fix typo () enhance battery logging () fix battery warning () enable pr2,"Oct 4, 2019",1570158000.0
GitPR49,https://github.com/jsk-ros-pkg/jsk_robot/pull/105,GitHubPRs,Speak the remaining percentages of the battery if it's not charged,no_keyword_in_contents,"Oct 15, 2014",1413342000.0
GitPR48,https://github.com/jsk-ros-pkg/jsk_robot/pull/333,GitHubPRs,speak the percentage of the battery with min charge and it's id,"pr2 currently look at average of relative charge, but pr1040 shutdown when there is 6x% left","May 18, 2015",1431918000.0
